x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
-9.3533,-3.3653,21.2488,48.4531,21.201,17.8146,31.0061,58.8103,4.5487,34.8131,Others
4.0059,7.8174,7.712,-5.9815,9.3205,16.3156,3.2316,23.4645,-83.1893,16.2223,Bicycle
-8.915,10.2158,-5.0538,-28.6658,-4.8251,72.6221,-41.1421,18.8935,-22.9568,-39.3008,Bicycle
5.9883,7.6069,-10.8674,26.0874,27.3946,-28.4237,15.477,28.2941,28.7263,7.7802,Bicycle
1.1527,10.5194,16.5886,-7.6363,-25.8921,-39.5607,46.5434,10.1368,72.7943,-77.337,Walk
6.0842,1.4662,-0.7578,20.3733,13.3489,42.9045,54.0251,-34.1855,12.5419,83.2037,Bicycle
0.685,-17.4971,26.8831,-0.4504,28.0917,22.1153,64.7611,-32.1678,40.4373,43.7901,Walk
5.6807,3.1613,5.5124,1.5359,33.0634,32.3222,6.3024,-8.1191,3.2286,-25.8717,Taxi
-2.1731,10.4475,-37.0541,0.7618,28.5939,59.7723,28.1816,9.2587,-34.2663,27.9385,Taxi
-3.6618,5.318,8.521,10.7279,-9.8267,11.8534,23.993,16.4633,-36.9252,15.808,Taxi
10.3716,4.046,4.6749,17.2958,7.574,47.8282,-10.2541,-4.7227,109.8296,-15.2399,Others
11.1556,-12.1263,3.8957,-30.6708,-9.449,-11.4602,-5.8036,-4.1842,-6.655,15.2969,Walk
-3.5556,-10.7868,-9.6021,13.9219,56.9963,-80.8309,-12.5704,-20.209,-17.3654,50.8149,Bus
11.8849,-14.8256,3.9028,31.4781,13.2193,13.2686,45.7628,-33.0509,-8.1207,-14.5566,Taxi
-0.2719,9.5486,24.5222,-11.9394,2.2023,-38.3726,-42.5498,4.4308,-40.1417,89.4969,Bicycle
-0.5807,4.8118,0.6403,45.6116,33.9936,-26.9865,-53.6831,26.4943,32.6136,-0.4803,Bicycle
4.3071,19.6416,9.2807,-13.5448,-5.3157,-2.3055,13.2167,72.5369,-47.0945,102.8237,Walk
3.705,-5.7808,38.21,6.3492,-3.577,55.3821,-9.0518,-5.6898,11.1923,115.9756,Taxi
8.9216,2.6149,-1.2164,1.5634,3.1094,-27.8068,-7.5502,2.6534,30.5867,-59.8632,Bicycle
5.195,5.5084,-1.5532,41.7554,-18.0502,28.3879,1.5586,24.5365,29.1679,12.5754,Others
3.4197,-3.6118,7.3912,-12.6009,14.3967,11.2491,21.9956,-32.8086,-32.6546,68.1824,Bus
-1.7573,16.398,15.1859,16.0715,30.9613,15.0239,32.8406,24.3603,18.7449,40.3616,Walk
4.755,21.8804,6.6282,5.8748,-20.9715,-13.996,4.8685,-49.0174,80.1405,-39.515,Walk
-1.9368,30.6041,0.6287,-18.2455,33.0814,5.4465,-72.5668,10.3588,37.9891,-109.5091,Bicycle
9.6953,10.223,3.1297,-8.6667,17.6225,29.2852,-29.9964,0.4148,-9.1877,85.7418,Bus
-3.7915,-13.0023,-31.8138,8.6574,10.2286,20.4894,-57.7973,15.8095,-37.0932,22.8039,Others
-8.823,3.5508,12.2138,26.7656,-7.5732,-14.0923,14.627,-98.473,23.1545,39.1952,Walk
-6.5084,-5.8068,16.0506,9.4801,70.4766,-39.4966,20.6707,-64.7559,11.1983,24.0782,Walk
0.5235,-8.9499,10.9284,11.5177,-20.208,30.3132,-31.8832,19.0486,25.4837,-19.936,Bus
6.4058,2.2273,0.0932,-1.6596,-1.4511,-11.2427,42.1344,34.8641,-15.8752,19.6244,Bicycle
1.8688,7.2638,-23.7259,27.8151,-25.6457,-29.3654,15.6917,-7.4006,33.8127,-16.6875,Bicycle
-6.6884,5.3041,-5.2067,-38.0365,-3.2571,-27.8879,-8.5519,-23.8187,3.8376,17.9543,Bus
8.8362,10.3288,-3.0279,-5.3342,-32.8004,12.4558,5.2659,-25.4955,-87.4578,51.8597,Bus
-5.6851,4.7907,11.4097,14.7952,-22.9292,24.9755,-17.6844,55.2777,-41.5169,52.7227,Others
-1.2717,13.0882,31.0579,9.2154,63.4502,1.3494,-15.8179,15.2462,32.3947,-32.4241,Walk
-3.783,-3.2568,20.6236,-10.2325,4.4528,9.603,-13.5677,-67.0747,5.4679,-32.2024,Bus
2.6717,-12.3316,-10.7917,24.5579,-27.4705,58.117,-13.3535,-40.8569,-3.397,-5.267,Taxi
5.9062,14.405,-14.1073,-6.9681,-9.4378,6.1263,35.3249,-39.7611,24.2681,18.5148,Walk
-5.8623,8.9567,20.6561,-35.3341,5.3241,50.9396,32.6473,1.7701,42.1635,55.1619,Bicycle
4.5094,-5.487,-17.5948,16.4986,-33.5683,-12.058,27.3577,101.5402,-72.9145,103.0531,Others
-3.4438,8.2236,14.0334,-3.563,-4.3772,15.2217,-32.4819,26.9901,-59.7665,-32.7712,Bicycle
-1.1034,10.4209,18.1062,-6.2352,-38.1065,-45.5515,29.616,-35.5993,18.3357,25.9127,Bus
-0.8635,19.3448,13.8368,15.7776,34.7875,58.1657,22.0604,54.1494,39.4809,-17.9248,Taxi
0.48,11.3155,-12.4849,14.4715,-38.0152,23.633,65.7556,28.5449,26.0095,57.9431,Taxi
8.6984,8.028,0.9326,-21.6519,9.1206,27.9865,-85.7823,-19.4898,59.8229,20.857,Bus
2.4631,-2.1833,-9.6375,3.9627,-8.3646,-11.2949,-6.174,72.1907,-60.7088,7.337,Others
3.0913,20.9406,4.8395,-14.3043,-20.6234,24.0324,-46,12.5809,16.289,83.9356,Bicycle
3.5752,29.384,14.9493,-10.6237,3.5831,32.8427,-22.007,104.9673,33.0088,90.311,Others
-2.5932,-19.2704,-0.0556,29.8471,-19.8835,-3.8918,59.4052,-40.8003,52.0723,30.1546,Bus
-11.741,17.005,-23.6057,33.9588,-4.9045,-14.0342,10.1324,-20.7885,45.2482,22.1344,Bicycle
-2.1347,5.7592,2.9669,-10.0076,40.3584,-25.9521,-3.5487,-20.0014,-78.1189,-54.6932,Walk
-5.2196,13.2766,-5.8953,9.6352,50.3182,-30.5142,-14.4455,-11.327,1.6862,36.5174,Walk
5.2667,20.7526,13.5181,7.7923,46.3038,-25.1088,25.702,2.3744,-32.7273,67.1575,Bicycle
6.2053,-1.3206,9.2706,5.0874,-27.6575,13.4247,-27.4725,-47.2604,-57.1827,13.973,Bicycle
-1.0938,-9.9957,-35.0509,14.6889,10.6264,64.6924,31.2388,-29.5236,-59.9263,-18.7393,Others
5.7729,2.6741,22.8828,12.6091,3.5351,-26.0389,29.0154,-24.1006,-1.528,91.1365,Walk
-4.352,-0.9609,-13.9193,4.2968,3.2687,-37.1475,-27.044,-35.0143,100.8569,-11.4607,Walk
-5.52,5.4864,-1.9354,17.6656,10.7611,-1.7756,-9.5696,35.8666,81.9397,30.8465,Walk
10.7181,12.8629,12.5523,-3.9518,-35.55,6.7577,45.5246,9.3736,-28.1952,87.4382,Walk
3.62,1.5673,8.1166,16.0466,44.7045,30.8582,66.4625,11.9078,-29.5377,79.6547,Taxi
-1.9377,13.6997,18.6485,-20.3818,13.8879,-13.7408,-53.2287,7.3469,41.0093,-41.3674,Bicycle
-8.1188,20.4258,-0.3464,37.3625,13.1335,-0.6827,-18.078,-35.3487,68.7804,42.1075,Walk
5.2276,3.6962,1.8497,49.6736,32.7862,-29.895,-39.4286,-42.9309,-9.9067,-10.327,Bicycle
8.7812,2.8993,-9.0378,4.0509,-11.8613,-42.6557,7.9399,-44.0175,-32.9797,5.6832,Bicycle
2.2864,6.6685,-10.2243,-0.8802,-73.8965,15.5486,-5.0725,-23.4174,-22.6184,56.5343,Taxi
-1.1353,-1.9492,1.1024,20.1556,-28.2748,60.2156,-29.0028,-9.5394,41.6605,-16.9675,Taxi
6.4527,1.1597,-14.4167,43.1588,40.327,35.4415,27.4595,-38.3249,-16.5,16.041,Bicycle
5.194,-11.5666,1.3901,0.6196,-45.7906,-28.4405,8.7476,95.2321,11.1377,-24.3932,Taxi
-6.8953,-0.806,6.2533,-39.5319,-14.2745,11.5916,-24.9331,-37.3918,24.9354,72.4632,Walk
1.7645,-4.1062,-3.2524,-1.1029,28.8496,-19.1835,15.9395,31.6245,59.2671,86.9589,Walk
8.9303,0.7352,27.4619,43.0935,17.4618,7.2459,40.4755,-44.6483,28.556,-7.6921,Taxi
1.8464,11.4458,7.9566,27.125,24.3359,-89.4422,17.6442,16.4912,-70.758,-31.4978,Bicycle
1.1904,-5.3988,0.6157,-14.2562,6.4032,-6.2468,6.1672,75.6791,24.4465,-4.7389,Taxi
-2.8286,4.6338,-6.8617,27.2431,0.4411,41.9035,-52.0756,-0.1606,53.7632,43.2492,Taxi
9.994,-0.4276,25.4622,39.8943,-32.177,-9.5733,-39.5008,23.0344,54.7764,-3.2491,Bicycle
-3.9973,1.0433,11.1076,26.4401,-19.3675,-23.6275,50.1812,44.9076,24.2718,-59.9033,Walk
5.2534,5.337,12.6683,-36.8249,-23.7057,-63.3828,-31.9221,46.8913,9.4776,31.7691,Walk
-5.8212,-8.0284,-23.1141,-16.1179,-15.5771,2.065,-18.2198,-71.9353,19.2888,-21.9467,Bus
8.5004,9.5797,-26.7862,8.1529,-14.3591,-26.6168,-11.0302,45.3667,-17.9951,-21.3032,Others
4.7784,9.6956,13.5053,25.4737,34.5306,68.1458,66.8943,-2.6157,-22.7767,-34.2316,Others
4.4367,5.0405,1.0031,7.4793,11.6793,31.963,-1.1306,26.8894,20.412,23.9369,Others
-2.8433,11.3968,6.6472,3.9059,-4.8134,8.8042,5.963,-10.8422,16.4881,5.3528,Walk
5.7303,-4.0688,3.4567,-21.9919,-9.1636,-31.3207,-52.7584,54.9579,22.39,56.8813,Bicycle
-0.3128,2.8595,2.2414,4.886,31.9973,-10.1392,42.5301,-11.8225,-2.7906,44.1039,Taxi
-10.7202,-4.2412,8.7707,8.8572,-56.2455,38.2841,3.4373,1.9777,-18.7083,111.2176,Taxi
11.1772,-7.7576,-15.5029,-3.8364,-9.0808,4.5899,-32.9162,14.6543,76.5782,107.1158,Taxi
-1.9238,11.1133,-4.4843,-7.7012,-33.5044,52.994,-1.3825,41.0496,-48.7127,85.1086,Bicycle
-9.2377,-4.1211,1.7049,-27.6963,-12.1365,38.6458,27.6289,24.7485,13.8627,37.0882,Walk
-7.179,4.4364,-13.9459,10.2285,14.8553,-48.4911,77.4851,-32.7009,22.8128,113.9386,Walk
-4.9599,1.8082,4.5426,11.2277,20.0331,-62.2825,20.8481,35.0434,38.3925,28.497,Walk
0.2702,0.1213,2.8774,13.0415,10.7961,67.7038,7.6764,-21.7701,27.0837,-69.7982,Bicycle
1.7793,-0.7959,-16.1994,2.1073,72.3387,-21.4715,-3.0264,29.6466,49.1996,-23.0687,Bus
11.5889,1.179,-9.6152,14.42,12.3577,40.0202,13.4104,20.2052,79.2688,3.899,Taxi
0.1095,2.2467,13.0097,-20.7962,-38.6617,-37.7778,-6.6576,-36.1888,17.5346,3.0245,Bus
7.9533,-4.8495,8.2409,-12.715,-25.4592,-18.8664,11.1008,54.7743,23.1576,22.3114,Bicycle
2.486,15.1246,4.3109,7.3593,-55.0161,-3.3479,2.7432,22.2424,-72.9812,29.8253,Taxi
7.5958,-10.5577,12.5239,-32.0263,-18.1952,21.5496,15.2196,13.3851,75.7326,80.4188,Bus
-0.6036,18.5823,-17.772,38.9897,26.6699,25.3539,-21.4567,-75.0023,25.7579,-4.0105,Bicycle
-4.548,-6.7843,-2.0007,6.7534,2.8326,36.7447,26.8094,70.7174,-1.7188,-60.1812,Others
-5.3189,1.1798,35.8508,-6.5051,-7.2547,64.0866,-5.5252,-6.4159,13.1255,-28.6314,Taxi
-7.6408,7.293,-10.6412,5.6074,-18.5402,-28.2776,-41.4458,39.9749,-34.0193,32.9382,Taxi
1.0287,0.6648,-25.716,-10.7447,4.3904,35.6579,13.3594,-60.0524,-24.973,64.87,Walk
-1.9804,4.3635,-6.5811,3.8429,-16.0095,8.0022,-41.0397,-2.7025,71.7472,-78.0821,Taxi
-4.1545,5.7999,-10.3824,35.0446,-8.1975,20.4363,-24.3865,34.7335,40.7925,17.6818,Taxi
-8.9251,10.8033,-11.0513,-5.944,54.4473,-20.7107,-43.8208,-16.4116,27.9582,5.8106,Walk
13.8453,-1.4228,-31.9716,5.1788,-2.3391,-31.8711,7.8308,12.9559,14.9168,-48.7614,Bus
-0.9776,-1.6237,-5.9533,6.4705,16.0588,67.4409,-40.4705,63.2182,51.1022,-3.1645,Bicycle
7.6836,0.7256,6.084,66.4276,4.7833,-7.1443,24.7713,22.0077,18.8857,-56.8714,Taxi
-8.3398,-0.4854,-1.4842,19.474,40.9539,31.9381,0.2804,-8.2848,22.0706,38.9516,Taxi
-7.3921,-8.3038,12.3986,-23.9191,4.2439,-1.9657,-31.1026,18.1703,30.3245,-25.0102,Walk
-6.9325,-2.5774,10.1194,23.8434,-30.5846,26.4612,-36.689,22.6906,30.2293,30.3899,Others
2.382,-7.0736,-30.0739,-14.6809,16.5074,-28.0207,26.8837,33.4677,64.7779,66.4751,Bus
0.6515,17.5857,6.1144,-19.9757,-11.7032,46.7293,-42.8308,-17.2128,0.9978,21.7747,Bicycle
4.7672,13.833,-6.1326,-13.4354,-12.431,34.2428,0.93,-7.9852,14.0623,-13.2709,Bus
-0.2409,1.5383,-6.8378,-7.4858,17.3944,35.2765,6.9843,74.6937,-22.0083,-2.7738,Bicycle
-5.2079,-3.4105,-3.9626,31.1284,-32.4846,-6.3253,-6.1514,24.5004,53.1544,24.4174,Taxi
-1.2393,12.4655,12.1893,-8.5659,-64.9938,-25.1541,68.1257,-45.6818,-35.0726,124.2578,Bus
0.8419,15.1185,33.315,-16.9921,21.4955,37.3324,46.3818,121.2039,8.5733,-7.785,Others
-7.4475,5.9038,5.1221,34.5532,58.6806,-12.6911,66.681,17.825,-13.9046,79.4582,Taxi
3.116,-15.7938,4.126,-31.363,-3.7207,-16.4175,-16.9595,-49.4956,87.2607,-9.8257,Walk
1.2529,0.5293,9.0687,19.9371,-3.3565,22.0636,29.139,-36.9533,13.7661,106.0707,Walk
0.4739,7.1706,2.179,3.8295,6.914,9.1112,-4.3859,39.9155,36.504,63.1883,Bicycle
-2.3353,9.8826,-10.4961,-3.8996,-6.4224,-3.7012,93.7168,-13.9857,-48.4278,18.9111,Walk
-6.8318,-9.2214,11.9161,-25.7841,1.0875,-15.3715,38.6431,51.0507,78.266,60.5959,Walk
-3.571,4.8718,-12.9175,-8.0276,-3.2321,-39.0634,11.2337,-24.6304,-58.8367,50.7927,Walk
-1.5441,0.4174,12.7112,-5.8264,13.82,-21.0128,9.5819,34.4479,10.9964,16.7306,Bicycle
-5.0465,4.8078,11.3101,36.9172,-35.7812,-7.1528,-21.518,-13.082,-20.5407,-55.1549,Bicycle
4.9082,4.8709,5.1058,22.6669,23.9627,53.6142,10.5424,44.4401,0.8568,29.8591,Others
9.4924,4.263,-2.2288,9.4347,25.9981,-47.9373,34.356,-29.2357,22.3029,56.9022,Walk
4.4807,-0.5676,24.8025,-16.4843,-11.8592,11.8725,21.6873,18.6135,-40.0883,-65.7134,Walk
5.4591,4.5551,-12.8619,5.2126,9.4143,2.0426,-9.3358,28.1255,-74.5312,-98.1965,Others
2.7046,32.7869,5.5575,4.1494,-17.9361,5.2048,38.3774,-45.1266,116.0851,63.5736,Walk
-2.164,-12.1708,5.3711,-27.86,4.2098,50.8913,32.4162,22.5438,57.9269,-16.1272,Walk
0.1186,12.4572,-8.5761,39.9448,-44.5458,-44.9147,-30.1361,0.6294,-41.135,-9.0508,Taxi
-1.7872,3.3985,44.7768,11.179,-10.5124,-6.0038,35.7888,-24.5681,13.9426,8.5824,Bus
1.5754,10.9392,15.7423,17.7681,2.0889,59.355,37.2804,12.0204,41.8799,-60.2432,Taxi
0.9193,0.8118,18.3588,15.4861,-2.8924,-7.8298,8.6939,99.8303,56.4811,45.8239,Taxi
-4.9292,0.3563,1.321,19.5731,-8.1602,41.3461,10.1779,31.5579,55.3175,-4.6641,Others
1.0864,8.2799,11.5377,48.5883,12.2485,26.423,-3.3451,48.0827,-30.8479,24.1661,Taxi
6.3537,-15.1972,18.0839,-5.7073,-10.4406,40.0522,47.9876,42.3449,3.6869,2.9479,Bicycle
5.1919,-2.2278,30.342,38.9585,51.1081,-18.0844,79.269,43.0203,49.0553,58.9199,Bicycle
-3.2706,11.7994,28.124,15.0767,5.5227,12.7564,-27.9959,17.6803,11.2023,67.7926,Walk
-2.1003,-7.4959,-22.1831,15.1807,43.8962,-17.3913,7.6266,7.375,32.5322,-18.2224,Taxi
6.9102,-8.1128,34.8144,-10.0375,11.9943,18.2993,-5.1824,-56.1866,-21.0978,-119.8573,Walk
-0.6558,9.4823,-7.9645,-28.5456,-26.9609,43.1137,47.7988,-41.6458,-22.7563,-53.1075,Bus
0.1432,-6.971,5.6013,19.6415,8.8214,10.7769,15.6132,-62.0081,76.0706,156.6957,Walk
0.2124,8.8152,1.2626,0.9169,15.0191,-15.8294,-20.4767,-4.1952,61.1885,-71.8407,Bicycle
5.4433,15.521,20.017,-0.9982,42.9878,-16.9082,123.5784,122.3571,22.7892,97.8346,Others
-2.1097,-0.0157,-1.2256,-47.1408,14.5273,-11.1205,-30.0424,-34.8949,66.4663,-37.8864,Bus
-1.5157,-3.0336,-21.032,-6.4976,29.8971,8.0152,-13.4453,37.9327,-45.3244,5.2423,Bicycle
2.9921,5.3674,5.3112,15.1579,-58.9924,-34.178,-25.2838,-106.2106,18.6756,-2.1545,Bus
1.4272,2.9131,11.1406,4.0135,23.8732,13.5088,-18.4216,-54.0775,42.2612,-1.7695,Walk
-1.0436,26.5574,-22.4315,-3.0024,38.8432,-58.1561,5.3613,28.0561,72.725,35.4428,Bicycle
1.874,8.1232,10.0255,-8.2007,27.6822,-12.4176,26.5771,20.69,-43.5842,-3.2198,Walk
1.2402,7.7681,2.3334,28.1204,9.1704,25.2692,-28.6141,6.5109,64.2433,-6.6157,Taxi
4.8496,8.2665,-1.0367,-18.8451,-3.9074,-7.1811,4.014,23.8974,-25.7669,-1.0455,Bicycle
2.612,-8.7053,1.2684,-5.7801,-17.2512,34.468,-35.0469,-16.0411,36.6424,90.4458,Bicycle
-0.8207,17.819,20.2066,26.542,-9.9629,24.4353,-58.2514,-23.5607,-15.8906,-29.819,Others
-6.8926,-0.4404,-0.7285,-15.9286,25.6825,40.7898,42.3228,-15.2993,-60.9279,28.8609,Bicycle
-11.6344,-2.858,9.5562,2.242,6.7491,-12.1842,-6.0345,31.6842,53.2434,-24.0037,Taxi
0.5518,8.3742,12.2499,0.1111,-3.3611,27.1235,-41.4515,-78.663,-16.8444,6.1461,Walk
-6.8504,0.8389,6.5294,16.9585,-33.0155,-35.0092,46.9394,4.6861,-24.4293,-84.9062,Bicycle
-3.4203,5.2778,4.4261,8.2361,-37.9024,-32.981,18.5447,17.8171,-2.3348,98.1305,Taxi
-1.3274,9.1355,21.8884,9.5691,56.4409,13.3241,39.1128,37.5646,-51.9763,-36.6355,Taxi
-7.374,-4.6338,33.7365,-34.2729,17.2771,-33.5373,17.8625,55.8401,67.0265,55.8006,Bicycle
9.1503,16.4822,3.5951,4.7164,37.6419,-22.171,13.1789,-53.5569,-53.2699,30.2083,Walk
-3.6751,12.2356,-33.7769,26.8504,7.4803,11.9644,30.0954,0.2309,-20.118,-19.1011,Taxi
-6.1297,6.507,-8.7447,6.3027,-7.1492,10.2105,16.9056,-4.1697,29.6397,41.4493,Bicycle
-12.0475,5.2722,-10.0565,17.7977,-16.7585,30.0826,-28.5788,-41.6728,57.642,14.4819,Walk
1.3153,-1.4836,-17.9096,-24.0967,27.1749,35.5572,-0.5941,19.9954,64.1201,4.222,Taxi
4.4643,-12.0516,-15.8361,13.5572,20.7459,-1.0118,34.7777,10.1693,22.3509,49.7292,Walk
8.3292,-7.8338,-7.62,-8.6898,12.2268,-1.4013,46.9543,-28.2908,-29.2782,-29.5427,Walk
5.5708,10.8189,27.9315,-4.5759,5.8272,-3.2847,60.9464,-13.7493,90.3737,-42.7791,Bicycle
-0.6723,9.9909,29.4294,35.3874,9.5504,32.777,33.8554,94.4555,22.7116,-6.7854,Others
1.3837,14.0424,4.1876,39.0454,-0.1341,13.2685,-27.9702,-11.8217,77.7752,-18.5464,Walk
-0.1692,-4.8691,-13.2698,46.2385,5.1393,56.1469,8.1117,59.7615,-29.8344,58.4546,Taxi
6.7098,-3.9111,-19.3004,-12.612,-10.3879,-24.6108,-33.1633,-27.2972,95.2084,46.6781,Bus
1.4692,-15.9539,0.8522,-8.681,-22.1838,-11.8487,15.9091,-13.8957,75.2825,-40.1074,Walk
4.7075,-5.3577,-11.2087,-13.6864,-8.7093,21.625,1.6688,52.6988,16.3401,-16.6155,Walk
5.9782,-12.2632,7.7588,-18.9647,24.8632,38.7782,11.5085,-6.9832,-8.3338,-50.1932,Walk
2.0878,-13.7792,-24.5875,22.0827,-31.3983,46.0619,50.4218,37.2782,15.2867,-7.8852,Taxi
2.9577,6.1788,0.744,-9.6285,7.7978,-14.55,-3.7133,0.4279,9.2586,2.2938,Taxi
11.5644,-16.1227,-0.9778,10.9755,11.5336,-10.8837,17.1536,10.4402,65.9543,12.5596,Others
-0.5124,16.0091,4.2345,-4.8609,35.1187,51.7036,8.1957,-5.3537,-7.3024,-26.3188,Taxi
2.9938,-0.0375,-6.1759,7.3614,11.1534,-39.8591,38.6038,6.1607,10.4121,14.3244,Walk
12.5382,12.128,-4.8107,-5.1198,-33.9721,-18.4694,59.5591,42.376,-64.3393,-53.7735,Bicycle
2.6792,5.1761,-5.5961,36.7026,16.9993,38.2322,-5.4266,19.1911,78.4104,68.7206,Others
2.8659,9.7963,-18.2159,31.4592,7.8151,19.7682,-64.73,42.0154,1.4084,45.1209,Others
-5.5254,14.1502,-13.3663,-4.48,15.9647,44.6682,20.0291,28.286,-2.978,-89.6903,Others
-7.9481,-23.6479,14.0961,40.2931,-32.6299,12.9229,35.8815,118.0388,19.4995,-7.1342,Others
0.6395,3.9066,-3.5385,-14.2539,-13.6861,1.1214,-21.0898,7.1404,-1.6659,6.6491,Bicycle
7.4179,0.2217,1.505,-0.6025,-26.2987,-37.6005,22.7144,-84.4501,19.5442,13.0966,Bus
5.5001,17.8248,-2.1026,-1.9971,4.5162,38.191,6.4752,-19.4537,119.9161,109.1489,Bus
2.043,-7.4718,-18.3452,16.0747,11.1914,-48.7742,29.665,56.1054,-5.2836,-66.1231,Taxi
-5.9429,3.0012,22.4321,-22.0386,1.5776,11.0619,59.4312,-21.0295,41.0736,81.6229,Walk
5.0431,-9.8021,13.5521,-33.2605,4.098,23.147,27.547,9.2855,46.8747,115.0302,Bus
-4.5027,-13.2771,-20.4535,6.4039,61.9416,-51.9623,12.405,67.011,8.9771,31.2303,Taxi
-5.2944,-12.105,-6.5424,28.9028,-3.0866,-5.3395,-43.5111,-0.8026,37.2906,48.2593,Bicycle
7.9734,16.7203,1.3768,-20.3524,25.3235,2.5236,19.4885,68.4523,44.6836,-29.4739,Bicycle
1.9911,0.7273,-6.0106,40.4014,55.1199,25.4057,11.692,-63.9316,2.6513,-8.7218,Taxi
2.7253,2.4471,4.4835,-21.1816,-24.0831,-27.7326,-14.8231,71.4864,-6.3042,-81.3152,Walk
3.4771,-1.3059,8.0637,-23.9219,46.3255,-8.959,25.554,12.9787,30.9831,11.5635,Walk
0.2553,-0.1591,-28.8945,-29.9236,-51.4602,-0.3436,8.5558,87.1674,19.9717,-32.3534,Bicycle
0.0035,-5.6134,-21.3629,30.7124,54.1619,10.0587,56.3992,11.9014,124.4368,23.396,Taxi
-3.8816,-2.2363,-12.1572,-14.4603,21.9193,-6.8591,-3.6696,-11.4531,0.1189,-34.8456,Bus
1.4237,-4.3998,11.277,5.1248,30.6192,-6.9438,8.8617,-15.6232,107.0546,-60.8326,Walk
-6.5249,-11.711,-21.4265,0.202,-21.9416,-48.2468,-0.9118,-18.5808,-102.1575,-4.9714,Bus
1.1281,-4.2929,-1.3647,4.9414,12.6416,37.8583,5.864,84.4561,38.1829,22.8265,Others
0.0765,-2.1143,5.3126,23.293,-20.038,0.8913,25.2498,-33.1654,-66.0566,72.1914,Taxi
-8.146,9.0555,4.3019,21.357,-35.8071,6.9013,37.4339,30.2161,-74.1878,51.1392,Others
-5.5642,5.1104,17.9723,-45.9318,-13.9273,1.9973,-33.5442,87.81,98.9676,-2.2144,Walk
-0.4887,-6.8969,-19.9116,-10.4375,47.526,-8.2327,11.2716,42.5459,-22.4673,-36.7865,Taxi
-4.2218,14.2311,8.2592,-32.6452,41.9077,-7.7297,-39.6237,34.1926,12.4923,-0.2171,Bicycle
-1.5952,0.8588,-2.4247,-6.1544,15.8104,18.2192,-5.6822,-48.5924,-0.753,70.9552,Walk
5.1279,5.5795,9.71,5.0439,38.9418,53.6407,-27.6209,-53.2936,55.4534,-77.7405,Taxi
3.8523,0.105,10.8419,-25.462,-4.5266,19.1712,24.2677,20.7769,51.905,65.3654,Walk
2.0559,10.0584,-22.9931,-14.0474,32.482,2.0246,-24.3576,-27.3658,26.5141,-52.1386,Walk
6.744,5.4037,-4.1896,27.6896,17.1246,18.5141,26.589,44.8283,-66.6222,1.8155,Taxi
5.1505,10.6212,29.2425,2.9686,-26.728,-39.7273,70.0243,29.407,24.9969,35.9548,Bus
-3.355,-1.0668,-13.3561,35.9988,0.6419,33.2237,70.2438,53.4875,132.7053,-7.6162,Others
5.3219,15.1499,24.2205,1.5592,-7.8279,-6.0445,-8.0037,-25.3997,-7.3285,-22.6824,Walk
-3.2885,-2.2371,-9.7704,22.51,-43.535,-5.543,56.7635,-47.8821,-33.0352,37.9627,Bicycle
3.5014,1.7028,6.6507,-10.6063,30.6478,-17.326,36.1359,-48.2729,53.4185,60.736,Bus
6.1896,-10.684,35.5569,-7.731,-17.5228,28.8761,20.0087,-63.5535,83.1116,-64.0483,Bus
4.0153,2.6032,-5.6947,-12.8111,10.618,31.3378,15.3105,-30.2998,-55.9331,-35.8715,Bicycle
11.0928,39.5831,-3.0172,-13.8712,59.5956,-1.8295,17.1498,35.2131,30.1951,20.254,Bicycle
4.2071,-2.8336,0.6047,-0.3558,14.1579,-40.6865,-7.5531,9.5209,-21.5138,-69.658,Walk
5.5123,12.4549,31.9038,-2.3805,34.1742,25.4013,42.531,-50.1221,-30.0083,-102.6875,Walk
5.8864,7.4712,21.8749,16.8363,39.0545,31.4165,53.4501,-11.8289,16.0034,32.0858,Taxi
5.9071,9.2628,0.3504,19.101,27.7825,-8.9991,20.0197,-0.9439,84.727,31.5117,Walk
1.3296,-0.8374,8.3688,40.3667,-16.1283,0.6483,25.8842,28.5788,-59.5082,74.3184,Others
1.6203,4.2844,-4.4857,-12.2627,-8.9554,-14.5422,-12.6125,40.4146,32.6823,-41.2583,Walk
8.4386,-14.7536,-6.6991,18.5219,22.003,7.2265,-2.9438,-1.3605,-32.8983,48.8577,Taxi
4.5581,22.3307,20.2013,22.0965,-11.3365,-0.6566,6.6544,63.2368,-53.3255,2.0583,Taxi
1.6798,11.9894,24.8274,21.4245,-45.6931,-27.3101,-36.494,-18.0004,9.6817,28.9208,Walk
2.1058,-6.5525,5.053,16.1048,-14.0713,-14.9698,-3.8034,59.9094,45.4808,-6.2939,Others
5.6148,0.7153,13.0009,46.7324,-9.9412,-10.4074,28.81,28.5094,-15.141,76.424,Others
4.071,-3.2478,19.4844,-2.2965,50.9275,-23.5625,28.2232,19.4034,73.4585,-7.6193,Walk
7.6683,-10.097,1.602,-6.873,-45.2215,16.0292,-10.8885,57.147,48.5824,52.2018,Taxi
4.6733,1.2413,-2.8815,36.5506,19.0366,-22.9628,-37.7395,8.2522,-21.5219,-16.2146,Bicycle
-4.8227,-2.5315,10.8177,1.8886,-7.7957,19.2577,16.343,-16.2207,-7.2126,45.8897,Taxi
