CustomerID,ProductLine,ProductNumber,Date,Amount
799,C-300,395,4/2/2021,90
968,E-500,581,4/2/2021,209
990,E-500,565,4/2/2021,192
394,C-300,355,4/3/2021,82
403,A-100,126,4/3/2021,12
465,E-500,555,4/3/2021,164
619,C-300,327,4/3/2021,81
634,B-200,271,4/3/2021,56
642,A-100,162,4/3/2021,31
686,A-100,113,4/3/2021,36
700,B-200,280,4/3/2021,30
757,D-400,415,4/3/2021,121
879,C-300,383,4/3/2021,112
927,E-500,568,4/3/2021,171
57,E-500,505,4/4/2021,214
89,D-400,476,4/4/2021,100
225,A-100,135,4/4/2021,26
293,B-200,219,4/4/2021,52
486,D-400,430,4/4/2021,106
497,E-500,550,4/4/2021,216
509,A-100,167,4/4/2021,15
618,D-400,431,4/4/2021,127
645,A-100,112,4/4/2021,43
696,B-200,281,4/4/2021,78
759,B-200,285,4/4/2021,64
827,D-400,401,4/4/2021,112
870,C-300,304,4/4/2021,119
926,D-400,497,4/4/2021,108
945,D-400,454,4/4/2021,102
23,D-400,430,4/5/2021,123
33,D-400,481,4/5/2021,134
101,E-500,554,4/5/2021,156
129,A-100,171,4/5/2021,47
225,A-100,128,4/5/2021,16
301,E-500,561,4/5/2021,157
303,A-100,150,4/5/2021,35
345,E-500,582,4/5/2021,192
395,C-300,323,4/5/2021,101
409,C-300,303,4/5/2021,54
482,D-400,405,4/5/2021,103
793,A-100,135,4/5/2021,24
826,E-500,568,4/5/2021,212
898,D-400,482,4/5/2021,114
994,A-100,113,4/5/2021,16
85,B-200,262,4/6/2021,74
531,A-100,153,4/6/2021,38
544,E-500,593,4/6/2021,170
552,C-300,316,4/6/2021,101
670,C-300,303,4/6/2021,115
697,D-400,480,4/6/2021,123
764,A-100,131,4/6/2021,19
777,B-200,220,4/6/2021,51
77,B-200,236,4/7/2021,69
88,A-100,112,4/7/2021,41
94,E-500,559,4/7/2021,174
161,A-100,188,4/7/2021,16
228,D-400,419,4/7/2021,126
307,D-400,421,4/7/2021,133
336,B-200,205,4/7/2021,75
374,A-100,166,4/7/2021,14
374,A-100,115,4/7/2021,20
395,C-300,349,4/7/2021,77
446,C-300,351,4/7/2021,96
481,A-100,194,4/7/2021,11
514,D-400,401,4/7/2021,131
544,E-500,570,4/7/2021,173
761,D-400,486,4/7/2021,146
794,D-400,495,4/7/2021,108
811,E-500,534,4/7/2021,163
847,A-100,118,4/7/2021,36
917,E-500,524,4/7/2021,206
969,A-100,151,4/7/2021,45
1000,D-400,403,4/7/2021,142
65,D-400,416,4/8/2021,149
82,B-200,238,4/8/2021,44
130,C-300,342,4/8/2021,108
134,C-300,326,4/8/2021,92
136,B-200,209,4/8/2021,78
167,B-200,227,4/8/2021,48
205,B-200,212,4/8/2021,30
274,D-400,418,4/8/2021,124
361,D-400,432,4/8/2021,114
423,A-100,144,4/8/2021,39
426,B-200,287,4/8/2021,75
433,D-400,415,4/8/2021,133
453,E-500,515,4/8/2021,176
468,E-500,555,4/8/2021,182
501,A-100,118,4/8/2021,40
516,E-500,595,4/8/2021,172
582,A-100,197,4/8/2021,38
585,B-200,287,4/8/2021,48
587,C-300,307,4/8/2021,64
622,E-500,532,4/8/2021,217
662,C-300,332,4/8/2021,67
673,A-100,196,4/8/2021,29
771,D-400,454,4/8/2021,103
833,A-100,151,4/8/2021,18
25,C-300,397,4/9/2021,52
107,D-400,475,4/9/2021,146
184,D-400,493,4/9/2021,131
250,D-400,468,4/9/2021,127
301,A-100,134,4/9/2021,45
306,E-500,531,4/9/2021,194
343,A-100,162,4/9/2021,21
377,A-100,116,4/9/2021,11
387,D-400,491,4/9/2021,118
500,B-200,287,4/9/2021,48
502,C-300,369,4/9/2021,110
553,B-200,292,4/9/2021,30
628,B-200,276,4/9/2021,70
634,E-500,553,4/9/2021,214
714,D-400,479,4/9/2021,140
716,C-300,338,4/9/2021,60
927,B-200,285,4/9/2021,54
90,D-400,427,4/10/2021,133
147,A-100,152,4/10/2021,24
255,D-400,419,4/10/2021,144
286,E-500,589,4/10/2021,210
298,D-400,404,4/10/2021,131
502,D-400,411,4/10/2021,141
573,C-300,376,4/10/2021,59
586,D-400,422,4/10/2021,122
646,A-100,103,4/10/2021,27
659,E-500,534,4/10/2021,176
674,D-400,491,4/10/2021,114
694,E-500,529,4/10/2021,156
695,A-100,174,4/10/2021,20
728,A-100,190,4/10/2021,33
759,A-100,180,4/10/2021,46
770,B-200,230,4/10/2021,68
796,D-400,491,4/10/2021,132
992,B-200,242,4/10/2021,46
80,D-400,446,4/11/2021,145
105,E-500,586,4/11/2021,192
113,A-100,104,4/11/2021,36
116,D-400,449,4/11/2021,104
166,E-500,529,4/11/2021,166
206,D-400,482,4/11/2021,101
228,A-100,182,4/11/2021,18
275,C-300,393,4/11/2021,56
302,E-500,577,4/11/2021,196
402,A-100,143,4/11/2021,45
442,C-300,330,4/11/2021,107
558,B-200,297,4/11/2021,33
578,A-100,101,4/11/2021,26
763,E-500,557,4/11/2021,180
789,A-100,108,4/11/2021,38
892,A-100,112,4/11/2021,28
16,C-300,382,4/12/2021,74
141,E-500,539,4/12/2021,169
156,E-500,547,4/12/2021,188
259,B-200,224,4/12/2021,56
274,A-100,110,4/12/2021,15
329,E-500,548,4/12/2021,157
344,C-300,366,4/12/2021,56
372,A-100,174,4/12/2021,13
401,E-500,583,4/12/2021,162
420,D-400,469,4/12/2021,133
855,C-300,310,4/12/2021,118
947,D-400,484,4/12/2021,121
963,E-500,517,4/12/2021,180
9,A-100,163,4/13/2021,37
97,A-100,190,4/13/2021,27
119,E-500,591,4/13/2021,199
143,E-500,533,4/13/2021,187
162,B-200,216,4/13/2021,68
165,C-300,308,4/13/2021,97
223,A-100,178,4/13/2021,16
244,D-400,491,4/13/2021,126
416,D-400,418,4/13/2021,106
429,B-200,240,4/13/2021,63
452,D-400,447,4/13/2021,121
515,C-300,382,4/13/2021,96
714,A-100,137,4/13/2021,37
726,B-200,222,4/13/2021,54
732,B-200,273,4/13/2021,44
976,D-400,442,4/13/2021,125
988,C-300,363,4/13/2021,107
86,A-100,146,4/14/2021,21
108,C-300,357,4/14/2021,117
123,E-500,515,4/14/2021,152
204,C-300,362,4/14/2021,83
228,D-400,465,4/14/2021,141
257,B-200,285,4/14/2021,42
281,D-400,434,4/14/2021,126
287,D-400,460,4/14/2021,119
313,C-300,388,4/14/2021,110
317,D-400,467,4/14/2021,104
318,B-200,278,4/14/2021,35
386,E-500,559,4/14/2021,150
520,A-100,193,4/14/2021,48
618,C-300,363,4/14/2021,104
660,C-300,311,4/14/2021,53
692,A-100,163,4/14/2021,27
712,E-500,581,4/14/2021,214
773,B-200,209,4/14/2021,67
774,E-500,595,4/14/2021,171
817,E-500,593,4/14/2021,173
827,C-300,336,4/14/2021,72
924,C-300,356,4/14/2021,85
104,A-100,125,4/15/2021,19
167,B-200,237,4/15/2021,45
182,E-500,507,4/15/2021,175
191,B-200,284,4/15/2021,64
254,D-400,408,4/15/2021,136
309,A-100,101,4/15/2021,47
534,A-100,117,4/15/2021,39
546,B-200,265,4/15/2021,50
667,A-100,162,4/15/2021,35
849,E-500,516,4/15/2021,181
948,B-200,291,4/15/2021,44
985,A-100,175,4/15/2021,26
20,E-500,573,4/16/2021,189
28,A-100,140,4/16/2021,44
94,A-100,155,4/16/2021,31
106,C-300,305,4/16/2021,106
161,D-400,412,4/16/2021,124
193,C-300,356,4/16/2021,101
221,C-300,328,4/16/2021,92
276,C-300,387,4/16/2021,64
311,E-500,567,4/16/2021,170
454,D-400,404,4/16/2021,140
566,A-100,197,4/16/2021,34
664,A-100,105,4/16/2021,46
726,E-500,559,4/16/2021,218
748,D-400,494,4/16/2021,121
799,D-400,498,4/16/2021,136
872,C-300,365,4/16/2021,98
898,E-500,529,4/16/2021,157
947,E-500,573,4/16/2021,175
40,B-200,212,4/17/2021,75
110,D-400,452,4/17/2021,149
140,E-500,566,4/17/2021,207
150,E-500,597,4/17/2021,211
368,A-100,179,4/17/2021,19
417,B-200,282,4/17/2021,44
658,E-500,578,4/17/2021,218
705,C-300,320,4/17/2021,57
733,A-100,184,4/17/2021,16
780,D-400,463,4/17/2021,122
798,C-300,363,4/17/2021,64
835,A-100,191,4/17/2021,32
858,A-100,144,4/17/2021,49
8,E-500,534,4/18/2021,208
18,D-400,467,4/18/2021,123
47,D-400,443,4/18/2021,143
76,A-100,151,4/18/2021,44
120,B-200,217,4/18/2021,73
170,C-300,332,4/18/2021,96
192,A-100,161,4/18/2021,42
202,A-100,113,4/18/2021,35
229,E-500,523,4/18/2021,190
264,D-400,415,4/18/2021,125
318,E-500,593,4/18/2021,188
372,C-300,383,4/18/2021,104
387,D-400,429,4/18/2021,121
419,B-200,206,4/18/2021,31
438,B-200,293,4/18/2021,44
481,D-400,443,4/18/2021,112
656,D-400,434,4/18/2021,145
703,A-100,121,4/18/2021,41
756,E-500,551,4/18/2021,173
809,A-100,117,4/18/2021,21
820,C-300,336,4/18/2021,81
826,C-300,382,4/18/2021,83
855,B-200,297,4/18/2021,45
892,B-200,247,4/18/2021,74
9,D-400,468,4/19/2021,119
59,C-300,359,4/19/2021,91
167,E-500,548,4/19/2021,219
289,D-400,472,4/19/2021,132
312,E-500,510,4/19/2021,211
361,A-100,191,4/19/2021,15
418,E-500,503,4/19/2021,189
450,C-300,364,4/19/2021,76
466,A-100,116,4/19/2021,37
623,D-400,411,4/19/2021,116
688,D-400,407,4/19/2021,106
710,C-300,304,4/19/2021,85
843,B-200,267,4/19/2021,60
11,B-200,285,4/20/2021,49
88,A-100,131,4/20/2021,32
157,A-100,102,4/20/2021,25
185,E-500,558,4/20/2021,191
186,A-100,195,4/20/2021,39
320,D-400,407,4/20/2021,100
438,D-400,467,4/20/2021,142
471,C-300,317,4/20/2021,64
524,C-300,343,4/20/2021,58
830,B-200,268,4/20/2021,47
857,C-300,335,4/20/2021,63
989,B-200,235,4/20/2021,56
138,A-100,150,4/21/2021,30
159,B-200,203,4/21/2021,62
231,E-500,536,4/21/2021,186
351,A-100,160,4/21/2021,11
367,D-400,463,4/21/2021,136
406,B-200,242,4/21/2021,47
431,B-200,261,4/21/2021,58
476,D-400,439,4/21/2021,143
504,B-200,274,4/21/2021,50
534,E-500,569,4/21/2021,216
611,D-400,436,4/21/2021,114
638,B-200,276,4/21/2021,46
729,A-100,127,4/21/2021,12
738,C-300,351,4/21/2021,109
827,D-400,469,4/21/2021,104
848,E-500,526,4/21/2021,195
81,A-100,184,4/22/2021,42
107,C-300,303,4/22/2021,112
147,C-300,324,4/22/2021,61
217,E-500,555,4/22/2021,192
275,A-100,179,4/22/2021,36
292,C-300,324,4/22/2021,93
379,B-200,238,4/22/2021,31
464,D-400,474,4/22/2021,131
495,D-400,402,4/22/2021,143
546,E-500,535,4/22/2021,157
555,A-100,187,4/22/2021,30
638,B-200,224,4/22/2021,75
682,C-300,342,4/22/2021,74
751,E-500,536,4/22/2021,196
788,A-100,161,4/22/2021,29
792,D-400,472,4/22/2021,104
808,A-100,150,4/22/2021,40
872,B-200,248,4/22/2021,46
955,B-200,279,4/22/2021,79
985,E-500,568,4/22/2021,158
4,C-300,383,4/23/2021,117
48,E-500,591,4/23/2021,202
60,C-300,370,4/23/2021,86
167,B-200,213,4/23/2021,67
185,D-400,422,4/23/2021,120
221,E-500,593,4/23/2021,212
243,B-200,293,4/23/2021,72
301,A-100,154,4/23/2021,40
315,B-200,205,4/23/2021,47
322,B-200,243,4/23/2021,64
601,C-300,304,4/23/2021,73
606,D-400,466,4/23/2021,135
687,D-400,496,4/23/2021,122
775,C-300,355,4/23/2021,70
997,D-400,487,4/23/2021,122
13,E-500,577,4/24/2021,211
18,D-400,495,4/24/2021,133
57,D-400,498,4/24/2021,116
100,B-200,235,4/24/2021,66
261,B-200,274,4/24/2021,49
308,A-100,107,4/24/2021,24
373,D-400,489,4/24/2021,146
431,C-300,335,4/24/2021,104
472,E-500,518,4/24/2021,204
526,A-100,156,4/24/2021,45
530,A-100,142,4/24/2021,31
573,A-100,145,4/24/2021,23
586,C-300,337,4/24/2021,62
692,E-500,547,4/24/2021,163
719,B-200,213,4/24/2021,33
795,A-100,107,4/24/2021,33
885,A-100,177,4/24/2021,15
924,B-200,202,4/24/2021,30
73,C-300,363,4/25/2021,109
218,E-500,568,4/25/2021,182
253,A-100,147,4/25/2021,32
257,B-200,291,4/25/2021,42
258,A-100,180,4/25/2021,23
283,C-300,308,4/25/2021,102
595,A-100,112,4/25/2021,18
615,A-100,158,4/25/2021,19
750,E-500,578,4/25/2021,155
775,B-200,215,4/25/2021,33
858,C-300,364,4/25/2021,57
927,C-300,346,4/25/2021,52
12,A-100,164,4/26/2021,29
16,B-200,262,4/26/2021,48
75,A-100,145,4/26/2021,19
286,E-500,557,4/26/2021,170
343,A-100,134,4/26/2021,24
386,E-500,544,4/26/2021,171
478,A-100,115,4/26/2021,33
503,C-300,328,4/26/2021,104
603,A-100,111,4/26/2021,42
732,B-200,212,4/26/2021,52
799,B-200,209,4/26/2021,46
809,B-200,255,4/26/2021,66
895,D-400,461,4/26/2021,110
898,A-100,195,4/26/2021,28
982,D-400,427,4/26/2021,106
54,C-300,326,4/27/2021,102
98,B-200,253,4/27/2021,35
144,C-300,350,4/27/2021,100
430,C-300,346,4/27/2021,75
435,E-500,556,4/27/2021,157
521,C-300,322,4/27/2021,67
652,E-500,504,4/27/2021,191
737,E-500,520,4/27/2021,167
765,D-400,463,4/27/2021,144
831,D-400,450,4/27/2021,115
833,E-500,563,4/27/2021,182
843,A-100,110,4/27/2021,29
928,A-100,109,4/27/2021,15
972,C-300,345,4/27/2021,74
66,B-200,212,4/28/2021,56
157,C-300,340,4/28/2021,117
322,A-100,111,4/28/2021,14
330,A-100,180,4/28/2021,46
415,A-100,171,4/28/2021,26
489,D-400,406,4/28/2021,147
517,D-400,421,4/28/2021,122
541,B-200,243,4/28/2021,60
562,C-300,373,4/28/2021,115
569,B-200,204,4/28/2021,35
668,C-300,323,4/28/2021,50
818,B-200,269,4/28/2021,49
982,E-500,588,4/28/2021,159
4,A-100,112,4/29/2021,38
30,D-400,498,4/29/2021,145
199,C-300,356,4/29/2021,101
225,A-100,101,4/29/2021,29
225,B-200,267,4/29/2021,76
257,A-100,159,4/29/2021,22
427,D-400,420,4/29/2021,133
439,C-300,372,4/29/2021,71
481,E-500,512,4/29/2021,171
482,E-500,563,4/29/2021,215
494,E-500,522,4/29/2021,198
558,B-200,208,4/29/2021,71
628,E-500,566,4/29/2021,186
683,B-200,213,4/29/2021,72
889,E-500,536,4/29/2021,176
930,B-200,226,4/29/2021,49
961,A-100,131,4/29/2021,10
28,A-100,190,4/30/2021,49
40,E-500,564,4/30/2021,203
74,A-100,136,4/30/2021,11
92,A-100,132,4/30/2021,26
126,E-500,582,4/30/2021,177
131,D-400,463,4/30/2021,143
131,B-200,236,4/30/2021,51
202,C-300,333,4/30/2021,64
244,E-500,518,4/30/2021,167
313,C-300,344,4/30/2021,84
326,A-100,194,4/30/2021,26
437,B-200,223,4/30/2021,42
514,C-300,309,4/30/2021,79
540,E-500,571,4/30/2021,165
616,A-100,154,4/30/2021,18
813,B-200,225,4/30/2021,65
908,E-500,551,4/30/2021,218
928,D-400,485,4/30/2021,143
16,D-400,437,5/1/2021,100
21,E-500,542,5/1/2021,173
104,C-300,341,5/1/2021,52
109,E-500,594,5/1/2021,159
111,C-300,387,5/1/2021,91
132,C-300,360,5/1/2021,116
251,A-100,185,5/1/2021,28
371,E-500,561,5/1/2021,172
401,C-300,384,5/1/2021,100
424,A-100,189,5/1/2021,27
461,B-200,295,5/1/2021,75
514,A-100,182,5/1/2021,14
553,B-200,222,5/1/2021,57
610,A-100,161,5/1/2021,25
657,C-300,310,5/1/2021,82
672,E-500,588,5/1/2021,214
732,B-200,218,5/1/2021,38
747,A-100,124,5/1/2021,43
752,E-500,553,5/1/2021,156
772,D-400,461,5/1/2021,117
831,B-200,268,5/1/2021,43
858,D-400,485,5/1/2021,118
60,A-100,185,5/2/2021,36
214,C-300,394,5/2/2021,75
231,A-100,149,5/2/2021,43
412,B-200,236,5/2/2021,61
446,E-500,590,5/2/2021,164
490,E-500,588,5/2/2021,165
614,A-100,178,5/2/2021,33
672,E-500,513,5/2/2021,174
701,E-500,515,5/2/2021,214
708,A-100,144,5/2/2021,15
716,E-500,581,5/2/2021,166
851,D-400,434,5/2/2021,147
857,B-200,291,5/2/2021,31
906,A-100,151,5/2/2021,21
935,D-400,454,5/2/2021,100
936,A-100,111,5/2/2021,32
75,C-300,312,5/3/2021,115
124,A-100,142,5/3/2021,35
200,E-500,570,5/3/2021,219
288,C-300,393,5/3/2021,70
372,A-100,167,5/3/2021,21
401,D-400,456,5/3/2021,140
522,D-400,427,5/3/2021,137
590,D-400,490,5/3/2021,149
593,E-500,597,5/3/2021,187
617,E-500,561,5/3/2021,186
736,A-100,172,5/3/2021,48
822,C-300,397,5/3/2021,118
877,A-100,179,5/3/2021,21
991,A-100,179,5/3/2021,20
145,D-400,428,5/4/2021,115
160,A-100,107,5/4/2021,30
196,E-500,537,5/4/2021,217
304,D-400,443,5/4/2021,146
315,B-200,207,5/4/2021,46
347,E-500,539,5/4/2021,188
411,E-500,579,5/4/2021,208
592,E-500,526,5/4/2021,210
620,A-100,197,5/4/2021,27
656,C-300,349,5/4/2021,82
665,C-300,315,5/4/2021,96
788,A-100,189,5/4/2021,22
803,D-400,434,5/4/2021,142
938,C-300,324,5/4/2021,116
949,A-100,149,5/4/2021,39
39,C-300,361,5/5/2021,96
194,C-300,348,5/5/2021,59
334,E-500,596,5/5/2021,194
360,B-200,278,5/5/2021,55
374,D-400,420,5/5/2021,116
483,A-100,123,5/5/2021,34
609,E-500,515,5/5/2021,215
664,E-500,528,5/5/2021,206
684,A-100,198,5/5/2021,22
715,D-400,452,5/5/2021,112
774,E-500,571,5/5/2021,189
880,E-500,507,5/5/2021,159
880,C-300,373,5/5/2021,105
17,C-300,315,5/6/2021,89
34,A-100,197,5/6/2021,35
93,C-300,336,5/6/2021,65
99,C-300,356,5/6/2021,63
151,E-500,574,5/6/2021,175
258,A-100,161,5/6/2021,28
339,C-300,328,5/6/2021,86
374,B-200,264,5/6/2021,49
387,D-400,434,5/6/2021,139
391,B-200,264,5/6/2021,62
446,D-400,474,5/6/2021,139
667,E-500,535,5/6/2021,188
694,C-300,306,5/6/2021,117
703,A-100,159,5/6/2021,41
793,E-500,503,5/6/2021,186
794,E-500,563,5/6/2021,165
808,B-200,270,5/6/2021,56
817,B-200,232,5/6/2021,61
851,E-500,564,5/6/2021,175
861,B-200,296,5/6/2021,70
922,D-400,451,5/6/2021,113
929,D-400,490,5/6/2021,103
4,D-400,433,5/7/2021,128
34,D-400,453,5/7/2021,123
306,B-200,290,5/7/2021,77
350,A-100,117,5/7/2021,16
404,E-500,580,5/7/2021,174
520,E-500,561,5/7/2021,162
613,D-400,432,5/7/2021,114
848,C-300,302,5/7/2021,87
861,B-200,240,5/7/2021,55
869,D-400,401,5/7/2021,110
889,E-500,506,5/7/2021,153
49,A-100,190,5/8/2021,43
60,A-100,107,5/8/2021,28
118,C-300,367,5/8/2021,65
216,C-300,376,5/8/2021,97
222,D-400,438,5/8/2021,132
252,D-400,471,5/8/2021,118
360,B-200,208,5/8/2021,48
425,C-300,393,5/8/2021,91
463,E-500,560,5/8/2021,155
549,C-300,369,5/8/2021,81
552,A-100,197,5/8/2021,28
591,E-500,577,5/8/2021,158
658,C-300,389,5/8/2021,74
750,A-100,114,5/8/2021,39
806,E-500,512,5/8/2021,179
810,D-400,411,5/8/2021,147
853,C-300,350,5/8/2021,103
940,D-400,409,5/8/2021,119
974,C-300,366,5/8/2021,52
66,B-200,220,5/9/2021,46
107,A-100,175,5/9/2021,47
194,C-300,327,5/9/2021,50
313,D-400,460,5/9/2021,123
327,A-100,148,5/9/2021,43
386,A-100,119,5/9/2021,39
448,B-200,229,5/9/2021,33
451,E-500,513,5/9/2021,153
503,E-500,530,5/9/2021,173
549,E-500,576,5/9/2021,170
564,E-500,588,5/9/2021,184
613,B-200,281,5/9/2021,56
690,B-200,273,5/9/2021,62
906,E-500,507,5/9/2021,169
945,E-500,572,5/9/2021,196
30,B-200,274,5/10/2021,33
81,D-400,420,5/10/2021,123
144,E-500,523,5/10/2021,211
182,B-200,266,5/10/2021,54
329,C-300,334,5/10/2021,92
372,B-200,295,5/10/2021,41
448,B-200,294,5/10/2021,55
581,B-200,280,5/10/2021,52
603,C-300,380,5/10/2021,50
643,B-200,249,5/10/2021,37
703,D-400,458,5/10/2021,110
738,D-400,488,5/10/2021,125
796,D-400,461,5/10/2021,124
825,B-200,290,5/10/2021,72
846,D-400,493,5/10/2021,128
851,A-100,171,5/10/2021,46
883,C-300,396,5/10/2021,98
884,B-200,257,5/10/2021,30
913,E-500,532,5/10/2021,165
992,E-500,533,5/10/2021,211
75,B-200,224,5/11/2021,35
89,E-500,533,5/11/2021,179
171,C-300,312,5/11/2021,86
399,B-200,270,5/11/2021,46
526,A-100,183,5/11/2021,13
578,E-500,550,5/11/2021,177
587,D-400,434,5/11/2021,118
820,D-400,430,5/11/2021,140
828,A-100,152,5/11/2021,24
890,D-400,452,5/11/2021,146
936,A-100,113,5/11/2021,17
23,C-300,359,5/12/2021,62
104,D-400,459,5/12/2021,125
132,C-300,350,5/12/2021,62
141,A-100,143,5/12/2021,35
211,B-200,267,5/12/2021,38
318,B-200,280,5/12/2021,32
361,A-100,125,5/12/2021,12
467,E-500,514,5/12/2021,187
550,B-200,269,5/12/2021,54
607,A-100,194,5/12/2021,27
619,B-200,247,5/12/2021,40
698,E-500,502,5/12/2021,190
809,D-400,430,5/12/2021,124
855,E-500,560,5/12/2021,206
900,B-200,228,5/12/2021,46
12,D-400,498,5/13/2021,113
19,D-400,440,5/13/2021,115
213,D-400,497,5/13/2021,103
222,E-500,504,5/13/2021,181
223,C-300,343,5/13/2021,112
259,A-100,171,5/13/2021,45
483,A-100,159,5/13/2021,13
497,D-400,415,5/13/2021,140
507,A-100,171,5/13/2021,49
580,D-400,417,5/13/2021,121
582,A-100,138,5/13/2021,10
593,A-100,124,5/13/2021,13
686,B-200,248,5/13/2021,72
746,C-300,311,5/13/2021,55
815,C-300,378,5/13/2021,66
830,C-300,314,5/13/2021,60
914,A-100,133,5/13/2021,28
20,C-300,368,5/14/2021,84
142,D-400,490,5/14/2021,145
323,B-200,293,5/14/2021,44
348,B-200,202,5/14/2021,33
378,B-200,253,5/14/2021,61
510,A-100,128,5/14/2021,27
539,D-400,423,5/14/2021,131
559,B-200,268,5/14/2021,51
578,B-200,272,5/14/2021,72
603,A-100,144,5/14/2021,18
741,C-300,398,5/14/2021,107
867,E-500,553,5/14/2021,154
950,B-200,230,5/14/2021,41
988,A-100,110,5/14/2021,16
3,D-400,438,5/15/2021,131
89,C-300,345,5/15/2021,63
211,C-300,310,5/15/2021,118
214,A-100,160,5/15/2021,14
241,E-500,513,5/15/2021,164
244,B-200,213,5/15/2021,40
262,A-100,141,5/15/2021,24
326,E-500,580,5/15/2021,183
392,B-200,226,5/15/2021,61
398,C-300,314,5/15/2021,71
421,A-100,132,5/15/2021,25
442,E-500,549,5/15/2021,204
546,C-300,329,5/15/2021,87
548,D-400,434,5/15/2021,106
558,A-100,172,5/15/2021,21
646,A-100,113,5/15/2021,35
670,B-200,237,5/15/2021,49
770,D-400,409,5/15/2021,113
808,E-500,580,5/15/2021,219
831,D-400,491,5/15/2021,117
839,A-100,135,5/15/2021,24
839,B-200,249,5/15/2021,61
853,E-500,581,5/15/2021,190
938,D-400,438,5/15/2021,133
957,E-500,522,5/15/2021,193
50,E-500,574,5/16/2021,217
65,D-400,464,5/16/2021,117
76,B-200,259,5/16/2021,40
167,A-100,187,5/16/2021,18
170,E-500,513,5/16/2021,216
297,C-300,386,5/16/2021,64
313,E-500,521,5/16/2021,205
366,C-300,382,5/16/2021,75
458,C-300,314,5/16/2021,78
509,B-200,282,5/16/2021,64
522,E-500,570,5/16/2021,152
526,C-300,397,5/16/2021,78
549,E-500,526,5/16/2021,177
563,D-400,490,5/16/2021,110
565,B-200,245,5/16/2021,75
605,B-200,290,5/16/2021,32
608,E-500,548,5/16/2021,208
664,C-300,370,5/16/2021,105
755,B-200,201,5/16/2021,47
836,E-500,531,5/16/2021,215
896,E-500,540,5/16/2021,211
949,C-300,339,5/16/2021,51
985,D-400,406,5/16/2021,121
5,B-200,218,5/17/2021,75
145,B-200,242,5/17/2021,48
146,A-100,174,5/17/2021,30
202,D-400,413,5/17/2021,129
251,D-400,427,5/17/2021,132
366,E-500,513,5/17/2021,165
399,D-400,402,5/17/2021,116
417,C-300,337,5/17/2021,65
440,A-100,150,5/17/2021,38
523,D-400,409,5/17/2021,111
636,B-200,274,5/17/2021,34
693,A-100,179,5/17/2021,20
729,B-200,297,5/17/2021,44
780,C-300,324,5/17/2021,86
824,D-400,441,5/17/2021,127
920,D-400,485,5/17/2021,112
942,A-100,147,5/17/2021,43
24,C-300,376,5/18/2021,67
31,E-500,535,5/18/2021,161
50,A-100,161,5/18/2021,39
98,D-400,493,5/18/2021,139
187,D-400,430,5/18/2021,113
204,D-400,445,5/18/2021,144
223,A-100,147,5/18/2021,46
276,C-300,358,5/18/2021,75
345,D-400,451,5/18/2021,119
350,C-300,313,5/18/2021,81
493,A-100,123,5/18/2021,39
565,D-400,485,5/18/2021,103
662,E-500,555,5/18/2021,211
700,A-100,198,5/18/2021,19
718,C-300,385,5/18/2021,55
738,D-400,473,5/18/2021,104
748,B-200,244,5/18/2021,66
825,B-200,292,5/18/2021,42
970,D-400,457,5/18/2021,147
986,A-100,129,5/18/2021,12
79,E-500,501,5/19/2021,207
131,B-200,231,5/19/2021,75
142,B-200,214,5/19/2021,41
157,D-400,434,5/19/2021,100
276,A-100,189,5/19/2021,24
310,A-100,122,5/19/2021,19
442,A-100,122,5/19/2021,16
465,B-200,255,5/19/2021,57
493,D-400,486,5/19/2021,146
501,E-500,596,5/19/2021,210
524,D-400,407,5/19/2021,113
534,D-400,463,5/19/2021,122
602,B-200,297,5/19/2021,46
726,A-100,134,5/19/2021,38
732,B-200,211,5/19/2021,31
745,B-200,276,5/19/2021,48
811,C-300,322,5/19/2021,99
823,D-400,437,5/19/2021,122
890,D-400,401,5/19/2021,120
916,D-400,440,5/19/2021,136
972,A-100,161,5/19/2021,23
39,C-300,389,5/20/2021,109
74,C-300,390,5/20/2021,62
97,C-300,364,5/20/2021,66
107,D-400,463,5/20/2021,114
128,C-300,387,5/20/2021,66
278,B-200,224,5/20/2021,47
279,A-100,128,5/20/2021,41
298,D-400,465,5/20/2021,142
374,C-300,326,5/20/2021,53
386,A-100,114,5/20/2021,23
463,C-300,339,5/20/2021,87
474,D-400,478,5/20/2021,116
500,B-200,246,5/20/2021,76
508,B-200,248,5/20/2021,61
701,D-400,421,5/20/2021,130
747,D-400,447,5/20/2021,103
790,A-100,186,5/20/2021,25
894,E-500,555,5/20/2021,157
921,D-400,469,5/20/2021,112
935,E-500,509,5/20/2021,205
971,D-400,431,5/20/2021,128
45,C-300,362,5/21/2021,110
115,D-400,497,5/21/2021,141
177,B-200,268,5/21/2021,53
181,D-400,401,5/21/2021,140
241,E-500,520,5/21/2021,194
257,A-100,186,5/21/2021,18
399,C-300,374,5/21/2021,52
759,D-400,484,5/21/2021,144
841,D-400,484,5/21/2021,136
842,C-300,335,5/21/2021,83
876,A-100,101,5/21/2021,10
905,E-500,552,5/21/2021,198
927,C-300,301,5/21/2021,98
935,A-100,147,5/21/2021,14
138,A-100,166,5/22/2021,33
185,B-200,281,5/22/2021,55
334,B-200,221,5/22/2021,79
383,B-200,246,5/22/2021,58
404,D-400,445,5/22/2021,138
412,A-100,133,5/22/2021,35
